blind_id,pmid,model,stratum,codex_verdict,verdict,substantive,max_severity,E,direction,E_normalization_status
HR-0698,16785337,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0699,36188426,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0700,42587182,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0701,17706257,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0702,30451582,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,yes,1,E08,alteration,parsed_declared_codes
HR-0703,39356955,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0704,36376325,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0705,30322844,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0706,31014348,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0707,39147699,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0708,21289521,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,"E02,E05,E06",alteration,parsed_declared_codes
HR-0709,27743509,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0710,22102705,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0711,42204710,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E02,alteration,parsed_declared_codes
HR-0712,20061982,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0713,16895622,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0714,33883857,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0715,32252666,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0716,23970634,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,1,E06,fabrication,parsed_declared_codes
HR-0717,23857958,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0718,22362086,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0719,21058191,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0720,40956079,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E07,alteration,parsed_declared_codes
HR-0721,32228577,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0722,34154986,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0723,25811876,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0724,33396057,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0725,18160456,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0726,33097320,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0727,32438301,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0728,24523584,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,E04,alteration,parsed_declared_codes
HR-0729,40303273,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0730,30430530,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,yes,1,E10,binding,parsed_declared_codes
HR-0731,35968572,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0732,20595409,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0733,18349174,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0734,36901590,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E08,alteration,parsed_declared_codes
HR-0735,21897207,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0736,20595409,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0737,17045448,aliyun/deepseek-v4-pro,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0738,18216764,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0739,31147209,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0740,17030976,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0741,27434748,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0742,26713971,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0743,32798344,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0744,33883857,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0745,34157754,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0746,23418529,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0747,29028680,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0748,25252480,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,"E05,E10","omission,binding",parsed_declared_codes
HR-0749,31204518,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0750,32641110,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0751,28489031,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0752,21273939,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0753,20504122,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0754,25128745,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0755,26673202,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0756,19273678,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E01,alteration,parsed_declared_codes
HR-0757,26336025,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0758,31006009,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,3,E06,fabrication,parsed_declared_codes
HR-0759,33822783,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0760,20880100,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0761,42253110,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0762,40783142,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0763,39147483,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0764,39995526,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0765,25358603,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0766,21087229,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0767,16896641,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0768,36333405,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0769,30401610,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0770,24532682,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0771,27557557,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0772,34918443,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0773,37066819,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0774,36156129,aliyun/glm-5.2,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E05,omission,parsed_declared_codes
HR-0775,39658120,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0776,16773960,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0777,31886283,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E05,E08","alteration,omission",parsed_declared_codes
HR-0778,21058191,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0779,38725071,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0780,19232026,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E06,fabrication,parsed_declared_codes
HR-0781,30315437,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0782,21996202,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0783,18502303,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0784,21705493,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,no,2,E06,fabrication,parsed_declared_codes
HR-0785,41805288,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0786,26792024,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0787,27716690,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0788,17266687,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E09,alteration,parsed_declared_codes
HR-0789,19901014,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E01,alteration,parsed_declared_codes
HR-0790,35787198,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0791,33141868,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0792,25899007,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0793,22268263,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0794,21087229,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0795,25374232,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0796,27557630,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0797,41314197,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0798,41663160,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0799,39487494,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0800,35984124,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0801,23025296,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0802,28003210,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0803,18560024,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0804,29799676,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0805,21122062,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0806,22341043,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0807,22546820,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0808,18180976,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0809,37677854,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0810,38147760,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0811,18428144,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0812,30098847,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0813,37960912,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,no,1,"E03,E06","alteration,fabrication",parsed_declared_codes
HR-0814,34965524,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0815,25052227,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0816,30983505,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0817,34826015,aliyun/kimi-k2.6,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0818,21107682,aliyun/glm-5.2,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,"E05,E10",,parsed_declared_codes
HR-0819,23418529,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0820,33912896,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0821,19843000,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0822,19328945,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E06,fabrication,parsed_declared_codes
HR-0823,33426837,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0824,33991953,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0825,40666154,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,E06,fabrication,parsed_declared_codes
HR-0826,37960912,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0827,36477479,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0828,25916257,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0829,39697671,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0830,28846806,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E09,alteration,parsed_declared_codes
HR-0831,21558668,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0832,18950796,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0833,39854039,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0834,19329308,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0835,18165577,aliyun/qwen3.8-max,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E09,alteration,parsed_declared_codes
HR-0836,16908901,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0837,20025646,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0838,39894549,aliyun/deepseek-v4-flash,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0839,16826028,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0840,31014348,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0841,22362086,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0842,38725071,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0843,29247110,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0844,40923390,aliyun/qwen3.7-max,census_sev_ge3,strict_contract_error,strict_contract_error,no,2,E06,fabrication,parsed_declared_codes
HR-0845,32879949,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0846,36349412,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0847,33323473,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0848,16895622,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E10,binding,parsed_declared_codes
HR-0849,30579821,aliyun/glm-5.2,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0850,18502303,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0851,36331692,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0852,27768720,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0853,28988119,aliyun/kimi-k2.6,random_10pct,no_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0854,33032479,aliyun/deepseek-v4-flash,random_10pct,no_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0855,29271700,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,2,,,unparsed_original_text_omitted
HR-0856,16759989,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0857,24470464,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0858,24908247,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,3,E06,fabrication,parsed_declared_codes
HR-0859,20602740,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0860,33232769,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0861,34253484,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0862,20815884,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,yes,2,"E06,E10","fabrication,binding",parsed_declared_codes
HR-0863,41811754,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0864,41975326,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0865,23070128,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0866,26938489,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0867,32881912,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0868,22924306,aliyun/glm-5.2,random_10pct,no_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0869,32392056,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0870,36746392,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0871,26297882,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0872,42459213,aliyun/qwen3.8-max,random_10pct,no_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0873,18379355,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0874,21332566,aliyun/glm-5.2,census_sev_ge3,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0875,20929696,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0876,35453165,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E05,omission,parsed_declared_codes
HR-0877,34096465,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0878,21289521,aliyun/qwen3.8-max,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E02,alteration,parsed_declared_codes
HR-0879,30596718,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0880,40992785,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0881,22701542,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0882,22108858,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0883,20817668,aliyun/deepseek-v4-flash,census_sev_ge3,strict_contract_error,strict_contract_error,yes,3,E06,fabrication,parsed_declared_codes
HR-0884,17691593,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,yes,1,E05,omission,parsed_declared_codes
HR-0885,16549139,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0886,40307716,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0887,32892443,aliyun/kimi-k2.6,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0888,28003569,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0889,31240879,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0890,26551298,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,yes,2,E03,alteration,parsed_declared_codes
HR-0891,25585851,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0892,20078256,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0893,19934286,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0894,39090525,aliyun/glm-5.2,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0895,24182687,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0896,25781527,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0897,31408270,aliyun/kimi-k2.6,census_sev_ge3,strict_contract_error,strict_contract_error,no,2,E05,omission,parsed_declared_codes
HR-0898,35588309,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0899,18466198,aliyun/glm-5.2,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0900,16785337,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0901,21441130,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0902,37659100,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0903,40366126,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0904,23171622,aliyun/deepseek-v4-pro,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0905,34569768,aliyun/qwen3.8-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0906,26423732,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0907,20683173,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0908,20172704,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E10","binding,omission",parsed_declared_codes
HR-0909,26953145,aliyun/kimi-k2.6,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0910,18159569,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0911,19935591,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0912,20921214,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0913,20200461,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,1,"E05,E06","fabrication,omission",parsed_declared_codes
HR-0914,19486788,aliyun/qwen3.7-max,random_10pct,no_error,strict_contract_error,yes,2,E10,binding,parsed_declared_codes
HR-0915,30368295,aliyun/qwen3.7-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0916,35489711,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
HR-0917,18490328,aliyun/qwen3.8-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0918,22876543,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,E06,fabrication,parsed_declared_codes
HR-0919,42321588,aliyun/qwen3.7-max,random_10pct,strict_contract_error,strict_contract_error,no,1,"E06,E10",,parsed_declared_codes
HR-0920,22876543,aliyun/qwen3.8-max,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0921,42299478,aliyun/deepseek-v4-flash,random_10pct,strict_contract_error,strict_contract_error,yes,2,E02,alteration,parsed_declared_codes
HR-0922,24532682,aliyun/deepseek-v4-pro,census_sev_ge3,strict_contract_error,strict_contract_error,no,1,E05,omission,parsed_declared_codes
HR-0923,29492525,aliyun/deepseek-v4-pro,random_10pct,strict_contract_error,strict_contract_error,no,1,E03,alteration,parsed_declared_codes
HR-0924,31761894,aliyun/deepseek-v4-flash,random_10pct,no_error,no_error,no,0,,,explicit_no_code
HR-0925,24532682,aliyun/qwen3.7-max,random_10pct,strict_contract_error,no_error,no,0,,,explicit_no_code
